PartNumber,ParentPartNumber,Type,ListPrice,ParentGroupIdentifier,Sequence,Language_ID,Name,ShortDescription,LongDescription,IPSID,Buyable,Available,Published,Keyword,StartDate,Delete
0093385834,P000208029,Item,44.0000,52-53-64,1,-1,Dockers® Truly Slimming Metro Bermuda Shorts,,"Truly slimming metro bermuda shorts by Dockers sit right at the waist and feature a comfort waistband, front slash pockets, faux back welt pockets, and a bit of stretch for a truly slimming & sure fit.",109-9274-5325-01,1,1,1,,2011-11-03 00:00:00,0
0095759194,P000205265,Item,48.0000,52-53-64,4,-1,Gloria Vanderbilt Angelina Skimmer Shorts,,"Enjoy the relaxed styling of these skimmer shorts by Gloria Vanderbilt featuring a comfortable knit waist with drawstring, zip fly with double button closure, embroidered front & back pockets, and side drawstring adjustable hemline.",110-7171-2095-04,1,1,1,,2012-03-01 00:00:00,0
0092023053,P000191164,Item,40.0000,1-2-7,96,-1,Genuine Wrangler Comfort Fit Jeans,,"Genuine Wrangler jeans offer a classic look & a feel that's broken in & guaranteed to stand the test of time. Jeans feature a premium denim fabrication, classic five-pocket design, eased fit in the seat & thigh, straight legs & hidden flex waistband that expands up to 1.5 inches!",479-2296-0080-96,1,1,1,,2011-09-01 00:00:00,0
0094394793,P000212492,Item,44.0000,52-53-64,68,-1,Gloria Vanderbilt Janet Belted Shorts,,"Relaxed styling is offered in these shorts by Gloria Vanderbilt with faux cargo pockets and lightweight, easy care fabric. These shorts feature a comfort waistband with a bit of stretch and come with a rope style belt.",110-2571-9343-68,1,1,1,,2012-04-19 00:00:00,0
0094047052,P000201083,Item,44.0000,52-53-64,98,-1,Lee Ellis Belted Bermuda Shorts,,"Fit: Just below the waist. Ellis bermuda shorts instantly slims you with a unique tummy panel and features two back flap pockets, two front pockets, coin pocket, and is belted.",114-1502-3754-98,1,1,1,,2011-10-27 00:00:00,0
0095666551,P000213447,Item,44.0000,52-53-64,10,-1,Gloria Vanderbilt Fran Bermuda Shorts,,"Fran Bermuda shorts by Gloria Vanderbilt feature a mid-rise comfort waistband, embroidered pockets, and a bit of stretch for a comfortable & flattering fit.",110-2571-9887-10,1,1,1,,2012-02-23 00:00:00,0
0094340196,P000210807,Item,42.0000,52-53-64,30,-1,Dockers® Solid Utility Shorts,,"The Dockers' utility shorts are spring & summer essentials! They feature a 6'' inseam, front porkchop pockets, back button through pockets and a solid design. International Shipping Prohibited.",109-9274-5408-30,1,1,1,,2012-04-26 00:00:00,0
0093060316,P000202303,Item,26.0000,1-31-299,7,-1,Zoo York Rectangle Logo Plaque Sunglasses,,Sunglasses by Zoo York features rectangle shaped smoke colored lenses & metal hardware with the Zoo York logo. UV protection.,493-7661-4012-07,1,1,1,,2011-09-08 00:00:00,0
0097082026,P000217132,Item,42.0000,52-53-64,98,-1,Larry Levine Tab Front Bermuda Shorts,,Comfort and style are offered in these bermuda shorts by Larry Levine featuring front slash pockets and a slimming front seam design.,125-4590-8118-98,1,1,1,,2012-06-21 00:00:00,0
0096492135,P000222475,Item,24.0000,52-105-107,10,-1,Energie Burnout Henley Tank Top,,"An easy wear easy care tank top by Energie that features sleeveless, scoop neck with button placket and a burnout design.",229-8168-0795-10,1,1,1,,2012-05-24 00:00:00,0
0096471909,P000213692,Item,48.0000,1-2-3,35,-1,IZOD Linen Blend Plaid Short Sleeve Shirt,,"Comfortable and just the right amount of casual, this button down linen blend shirt by IZOD features a left chest pocket with tonal logo embroidery, straight hem, short sleeves and an allover plaid print.",468-0468-1034-35,1,1,1,,2012-05-31 00:00:00,0
0095930114,P000220856,Item,44.0000,52-53-64,11,-1,Paradise Shores Twill Bermuda Shorts,,"Lightweight  easy care fabric will make these bermuda shorts by Paradise Shores a casual wear favorite. These bermuda shorts feature front chop pockets, back flap pockets, and side split hemline with bow detail.",118-1014-4333-11,1,1,1,,2012-06-07 00:00:00,0
0092022597,P000188074,Item,42.0000,1-2-7,98,-1,Lee Premium Bootcut Jeans,,"Lee Premium Regular Bootcut jeans are built to last! Not only are they ultra comfortable, this soft & strong fabric fits at the waist, has a regular seat & thigh, and the bootcut makes them different from your other jeans!",479-1501-0202-98,1,1,1,,2011-09-01 00:00:00,0
0096233874,P000223439,Item,39.0000,52-53-64,34,-1,Calvin Klein Performance Drawstring Bermuda Shorts,,Relaxed styling is offered in these drawstring bermuda shorts by Calvin Klein featuring super soft & easy care fabric.,127-5002-8554-34,1,1,1,,2012-05-10 00:00:00,0
0096065211,P000215673,Item,44.0000,52-53-64,69,-1,Skye's The Limit American Beauty Print Shorts,,"Comfort and style collide in these shorts by Skye's The Limit featuring a red, white & blue floral print and tie at the waist.",111-6493-7510-69,1,1,1,,2012-05-17 00:00:00,0
0054489154,P000017046,Item,40.0000,1-2-7,97,-1,Lee Regular Fit Denim Jeans,,"You can't beat a classic!  These Lee jeans feature a regular fit in the seat and thighs, a straight leg cut, classic five-pocket styling, and fit at the waist.",479-1501-0200-97,1,1,1,,2003-02-27 00:00:00,0
